function_name,file_path,module,applicable_standard,standard_section,confidence,notes
save_report,solvers/orcawave/diffraction/scripts/validate_geometry.py,solvers,Gap,,low,
main,solvers/orcawave/diffraction/scripts/validate_geometry.py,solvers,Gap,,low,
generate_ranges,solvers/parametric_spec_generator.py,solvers,Gap,,low,
generate,solvers/parametric_spec_generator.py,solvers,Gap,,low,
generate_to_yaml,solvers/parametric_spec_generator.py,solvers,Gap,,low,
load_configuration,specialized/api_analysis/apistd2rd.py,specialized,Gap,,low,
run_variable_wt_burst_analysis,specialized/api_analysis/apistd2rd.py,specialized,Gap,,low,
run_nominal_wt_method1_analysis,specialized/api_analysis/apistd2rd.py,specialized,Gap,,low,
calculate_load_utilization,specialized/api_analysis/apistd2rd.py,specialized,Gap,,low,
run_collapse_analysis,specialized/api_analysis/apistd2rd.py,specialized,Gap,,low,
get_analysis_summary,specialized/api_analysis/apistd2rd.py,specialized,Gap,,low,
export_results,specialized/api_analysis/apistd2rd.py,specialized,Gap,,low,
main,specialized/api_analysis/apistd2rd.py,specialized,Gap,,low,
workflow,specialized/cli/workflow_cli.py,specialized,Gap,,low,
list,specialized/cli/workflow_cli.py,specialized,Gap,,low,
execute,specialized/cli/workflow_cli.py,specialized,Gap,,low,
status,specialized/cli/workflow_cli.py,specialized,Gap,,low,
checkpoints,specialized/cli/workflow_cli.py,specialized,Gap,,low,
evaluate_pipe_system_properties,specialized/custom/PipeSizing.py,specialized,Gap,,low,
pipe_properties,specialized/custom/PipeSizing.py,specialized,Gap,,low,
pipe_section_properties,specialized/custom/PipeSizing.py,specialized,Gap,,low,
get_fea_properties,specialized/custom/PipeSizing.py,specialized,Gap,,low,
system_properties,specialized/custom/PipeSizing.py,specialized,Gap,,low,
get_pipe_system_properties,specialized/custom/PipeSizing.py,specialized,Gap,,low,
pipeProperties,specialized/custom/PipeSizing.py,specialized,Gap,,low,
steelSectionProperties,specialized/custom/PipeSizing.py,specialized,Gap,,low,
insulationSectionProperties,specialized/custom/PipeSizing.py,specialized,Gap,,low,
buoyancySectionProperties,specialized/custom/PipeSizing.py,specialized,Gap,,low,
sectionProperties,specialized/custom/PipeSizing.py,specialized,Gap,,low,
equivalentPipe,specialized/custom/PipeSizing.py,specialized,Gap,,low,
buoyancyFactorAndDiameter,specialized/custom/PipeSizing.py,specialized,Gap,,low,
service,specialized/digitalmarketing/analytics/google_analytics.py,specialized,Gap,,low,
get_sessions_by_country,specialized/digitalmarketing/analytics/google_analytics.py,specialized,Gap,,low,
parse_response,specialized/digitalmarketing/analytics/google_analytics.py,specialized,Gap,,low,
router,specialized/digitalmarketing/digitalmarketing.py,specialized,Gap,,low,
run,specialized/digitalmarketing/seo/seo_analysis.py,specialized,Gap,,low,
perform_seo_analysis,specialized/digitalmarketing/seo/seo_analysis.py,specialized,Gap,,low,
seoanalyzer_analyze,specialized/digitalmarketing/seo/seo_analysis.py,specialized,Gap,,low,
get_seolib_ranks,specialized/digitalmarketing/seo/seo_analysis.py,specialized,Gap,,low,
get_seo_audit,specialized/digitalmarketing/seo/seo_analysis.py,specialized,Gap,,low,
get_indexed_count,specialized/digitalmarketing/tools/index_page_count.py,specialized,Gap,,low,
get_indexed_counts,specialized/digitalmarketing/tools/index_page_count.py,specialized,Gap,,low,
get_robots_url,specialized/digitalmarketing/tools/robots_parser.py,specialized,Gap,,low,
fetch_robots_txt,specialized/digitalmarketing/tools/robots_parser.py,specialized,Gap,,low,
parse,specialized/digitalmarketing/tools/robots_parser.py,specialized,Gap,,low,
to_dataframe,specialized/digitalmarketing/tools/robots_parser.py,specialized,Gap,,low,
find_rank,specialized/digitalmarketing/tools/search_rank.py,specialized,Gap,,low,
argumentParseFunction,specialized/finance/data_manager/argumentParseFunction.py,specialized,Gap,,low,
valid_ticker,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
get_data_dict,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
perform_analysis,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
get_database_connection,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
get_data_exist_status_in_db,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
get_stock_ticker_list_from_db,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
get_tickers_list_in_same_sector,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
get_data_status_from_db,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
get_data_for_UI,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
get_analysis_data_from_db,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
get_stock_analysis_UI_cfg,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
get_stock_analysis_plot_cfg,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
get_data,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
get_result_df_for_db,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
get_daily_data_for_save_to_db,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
save_analysis_column_to_db,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
update_sec_info_in_db_and_save_to_repo,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
save_institution_data_sec,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
save_institution_data_yf,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
save_keys,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
get_sec_valid_forms,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
save_result_to_db_using_primary_key,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
get_keys_from_db,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
get_institution_data_from_db,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
save_institution_data_to_db,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
get_insider_data_from_db,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
save_insider_data_to_db,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
get_EOD_data_from_db,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
save_EOD_data_to_db,specialized/finance/stock_analysis/finance_components.py,specialized,Gap,,low,
assign_data,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
run_long_term_analysis,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
evaluate_insider_trend,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
get_insider_summary,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
get_tootip_for_insider_summary_row,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
get_insider_analysis_by_relation,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
get_insider_analysis_by_timeline,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
call_analysis,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
add_all_ta_features,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
get_breakout_trend,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
check_if_price_above_150_and_200_moving,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
check_if_150_moving_above_200_moving,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
check_if_200_moving_up_for_1mo,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
get_200_moving_up_for_n_mo,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
check_if_50_day_above_150_and_200_moving,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
check_if_price_above_50_moving,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
check_if_price_above_1p3_52wk_low,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
check_if_price_near_52wk_high_range,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
evaluate_call_data,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
evaluate_put_data,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
evaluate_returns,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
evaluate_returns_for_initial_investment,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
get_return_on_investment,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
filter_call_analysis_data,specialized/finance/stock_analysis/finance_components_analysis.py,specialized,Gap,,low,
valid_ticker,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_data,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_stock_price_data,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_insider_information_from_finviz,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_ratings,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_options_data,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_option_data_by_date,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_data_from_tiingo,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_screened_stocks,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_data_from_yfinance,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_EOD_data_from_yfinance,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_EOD_with_rolling_averages,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_stats,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_data_from_morningstar,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_data_from_iex,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_sec_data,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_tickers_dow,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_tickers_nasdaq,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_tickers_sp500,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_insider_information,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
insider_data_clean_and_add_share_ratio,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
sec_data_get_economic_analysis_for_subset_df,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_sec_ticker_data,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_yf_institutions,specialized/finance/stock_analysis/finance_components_get_data.py,specialized,Gap,,low,
get_company_tickers_exchange,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
get_company_tickers_mf,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
get_company_tickers,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
get_sec_form_data,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
get_valid_forms,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
get_cusip,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
get_cusip_from_string,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
get_columns_by_filing_type,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
get_form_url_by_filing_type,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
parse_form_13F_HR,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
parse_form_13F_NT,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
parse_form_SC_13D,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
parse_form_SC_13G,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
prepare_SC_13_form_for_cusip_extraction,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
parse_form_4,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
get_owner_info,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
get_Relationship,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
get_transaction_info,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
get_nonDerivativeTrasactionTable,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
get_trasactionTable,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
get_derivativeTrasactionTable,specialized/finance/stock_analysis/finance_components_get_SEC_data.py,specialized,Gap,,low,
data,specialized/gis/layers/feature_layer.py,specialized,Gap,,low,
crs,specialized/gis/layers/feature_layer.py,specialized,Gap,,low,
name,specialized/gis/layers/feature_layer.py,specialized,Gap,,low,
lon_col,specialized/gis/layers/feature_layer.py,specialized,Gap,,low,
lat_col,specialized/gis/layers/feature_layer.py,specialized,Gap,,low,
bounds,specialized/gis/layers/feature_layer.py,specialized,Gap,,low,
centroid,specialized/gis/layers/feature_layer.py,specialized,Gap,,low,
from_geojson,specialized/gis/layers/feature_layer.py,specialized,Gap,,low,
from_kml,specialized/gis/layers/feature_layer.py,specialized,Gap,,low,
from_dataframe,specialized/gis/layers/feature_layer.py,specialized,Gap,,low,
to_geojson,specialized/gis/layers/feature_layer.py,specialized,Gap,,low,
to_kml,specialized/gis/layers/feature_layer.py,specialized,Gap,,low,
reproject,specialized/gis/layers/feature_layer.py,specialized,Gap,,low,
filter,specialized/gis/layers/feature_layer.py,specialized,Gap,,low,
to_geo_points,specialized/gis/layers/feature_layer.py,specialized,Gap,,low,
data,specialized/gis/layers/raster_layer.py,specialized,Gap,,low,
crs,specialized/gis/layers/raster_layer.py,specialized,Gap,,low,
name,specialized/gis/layers/raster_layer.py,specialized,Gap,,low,
bounds,specialized/gis/layers/raster_layer.py,specialized,Gap,,low,
shape,specialized/gis/layers/raster_layer.py,specialized,Gap,,low,
resolution,specialized/gis/layers/raster_layer.py,specialized,Gap,,low,
nodata,specialized/gis/layers/raster_layer.py,specialized,Gap,,low,
from_geotiff,specialized/gis/layers/raster_layer.py,specialized,Gap,,low,
to_geotiff,specialized/gis/layers/raster_layer.py,specialized,Gap,,low,
sample_point,specialized/gis/layers/raster_layer.py,specialized,Gap,,low,
to_xyz_points,specialized/gis/layers/raster_layer.py,specialized,Gap,,low,
statistics,specialized/gis/layers/raster_layer.py,specialized,Gap,,low,
time_column,specialized/gis/layers/temporal_layer.py,specialized,Gap,,low,
time_range,specialized/gis/layers/temporal_layer.py,specialized,Gap,,low,
duration,specialized/gis/layers/temporal_layer.py,specialized,Gap,,low,
from_geojson,specialized/gis/layers/temporal_layer.py,specialized,Gap,,low,
filter_by_time,specialized/gis/layers/temporal_layer.py,specialized,Gap,,low,
snapshot_at,specialized/gis/layers/temporal_layer.py,specialized,Gap,,low,
time_series,specialized/gis/layers/temporal_layer.py,specialized,Gap,,low,
animate_frames,specialized/gis/layers/temporal_layer.py,specialized,Gap,,low,
summary,specialized/gis/layers/temporal_layer.py,specialized,Gap,,low,
well_count,specialized/gis/layers/well_layer.py,specialized,Gap,,low,
fields,specialized/gis/layers/well_layer.py,specialized,Gap,,low,
statuses,specialized/gis/layers/well_layer.py,specialized,Gap,,low,
from_geojson,specialized/gis/layers/well_layer.py,specialized,Gap,,low,
from_kml,specialized/gis/layers/well_layer.py,specialized,Gap,,low,
filter_by_field,specialized/gis/layers/well_layer.py,specialized,Gap,,low,
filter_by_status,specialized/gis/layers/well_layer.py,specialized,Gap,,low,
filter_by_water_depth,specialized/gis/layers/well_layer.py,specialized,Gap,,low,
wells_within_radius,specialized/gis/layers/well_layer.py,specialized,Gap,,low,
summary,specialized/gis/layers/well_layer.py,specialized,Gap,,low,
router,specialized/gis/__init__.py,specialized,Gap,,low,
get_rigging_groups,specialized/rigging/rigging.py,specialized,Gap,,low,
get_rigging_group,specialized/rigging/rigging.py,specialized,Gap,,low,
get_sling,specialized/rigging/rigging.py,specialized,Gap,,low,
get_shackle,specialized/rigging/rigging.py,specialized,Gap,,low,
get_vendor_data,specialized/rigging/rigging_components.py,specialized,Gap,,low,
get_sling,specialized/rigging/rigging_components.py,specialized,Gap,,low,
get_twinpathslings,specialized/rigging/rigging_components.py,specialized,Gap,,low,
get_twinpathslings_model,specialized/rigging/rigging_components.py,specialized,Gap,,low,
GetLineTypeProperties,specialized/rigging/rigging_components.py,specialized,Gap,,low,
GetLineProperties,specialized/rigging/rigging_components.py,specialized,Gap,,low,
get_vendor_data,specialized/rigging/rigging_components.py,specialized,Gap,,low,
get_shackle,specialized/rigging/rigging_components.py,specialized,Gap,,low,
get_shackle_model,specialized/rigging/rigging_components.py,specialized,Gap,,low,
validate_manifest_file,specs/manifest_schema.py,specs,Gap,,low,
cli,structural/analysis/cli.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
check,structural/analysis/cli.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
sweep,structural/analysis/cli.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
phases,structural/analysis/cli.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
list_grades,structural/analysis/cli.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
lookup,structural/analysis/cli.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
report,structural/analysis/cli.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
main,structural/analysis/cli.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
display_label,structural/analysis/wall_thickness.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
t1,structural/analysis/wall_thickness.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
t2,structural/analysis/wall_thickness.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
inner_diameter,structural/analysis/wall_thickness.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
d_over_t,structural/analysis/wall_thickness.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
alpha_fab,structural/analysis/wall_thickness.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
net_internal_pressure,structural/analysis/wall_thickness.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
gamma_sc,structural/analysis/wall_thickness.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
gamma_m,structural/analysis/wall_thickness.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
gamma_inc,structural/analysis/wall_thickness.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
check_pressure_containment,structural/analysis/wall_thickness.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
check_collapse,structural/analysis/wall_thickness.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
g,structural/analysis/wall_thickness.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
check_propagation_buckling,structural/analysis/wall_thickness.py,structural,DNV-OS-C101,Section 7-8 Stability,high,
check_combined_loading,structural/analysis/wall_thickness.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
check_api_burst,structural/analysis/wall_thickness.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
check_api_collapse,structural/analysis/wall_thickness.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
check_api_propagation,structural/analysis/wall_thickness.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
perform_analysis,structural/analysis/wall_thickness.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
get_edition_factors,structural/analysis/wall_thickness_codes/api_rp_1111.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
run_checks,structural/analysis/wall_thickness_codes/api_rp_1111.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compute_plastic_moment,structural/analysis/wall_thickness_codes/api_rp_1111.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compute_plastic_tension,structural/analysis/wall_thickness_codes/api_rp_1111.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
run_checks,structural/analysis/wall_thickness_codes/api_rp_2rd.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compute_plastic_moment,structural/analysis/wall_thickness_codes/api_rp_2rd.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compute_plastic_tension,structural/analysis/wall_thickness_codes/api_rp_2rd.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
run_checks,structural/analysis/wall_thickness_codes/api_std_2rd.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compute_plastic_moment,structural/analysis/wall_thickness_codes/api_std_2rd.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compute_plastic_tension,structural/analysis/wall_thickness_codes/api_std_2rd.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
run_checks,structural/analysis/wall_thickness_codes/asme_b31_4.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compute_plastic_moment,structural/analysis/wall_thickness_codes/asme_b31_4.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compute_plastic_tension,structural/analysis/wall_thickness_codes/asme_b31_4.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
run_checks,structural/analysis/wall_thickness_codes/asme_b31_8.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compute_plastic_moment,structural/analysis/wall_thickness_codes/asme_b31_8.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compute_plastic_tension,structural/analysis/wall_thickness_codes/asme_b31_8.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
run_checks,structural/analysis/wall_thickness_codes/base.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compute_plastic_moment,structural/analysis/wall_thickness_codes/base.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compute_plastic_tension,structural/analysis/wall_thickness_codes/base.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
register_code,structural/analysis/wall_thickness_codes/base.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
decorator,structural/analysis/wall_thickness_codes/base.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
get_edition_factors,structural/analysis/wall_thickness_codes/dnv_st_f101.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
run_checks,structural/analysis/wall_thickness_codes/dnv_st_f101.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compute_plastic_moment,structural/analysis/wall_thickness_codes/dnv_st_f101.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compute_plastic_tension,structural/analysis/wall_thickness_codes/dnv_st_f101.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
g,structural/analysis/wall_thickness_codes/dnv_st_f101.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
run_checks,structural/analysis/wall_thickness_codes/iso_13623.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compute_plastic_moment,structural/analysis/wall_thickness_codes/iso_13623.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compute_plastic_tension,structural/analysis/wall_thickness_codes/iso_13623.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
g,structural/analysis/wall_thickness_codes/iso_13623.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
run_checks,structural/analysis/wall_thickness_codes/pd_8010_2.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compute_plastic_moment,structural/analysis/wall_thickness_codes/pd_8010_2.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compute_plastic_tension,structural/analysis/wall_thickness_codes/pd_8010_2.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
g,structural/analysis/wall_thickness_codes/pd_8010_2.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compare_codes,structural/analysis/wall_thickness_comparison.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
generate_comparison_report,structural/analysis/wall_thickness_comparison.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
add_utilisation_vs_wt_chart,structural/analysis/wall_thickness_interactive_report.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
add_phase_comparison_chart,structural/analysis/wall_thickness_interactive_report.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
build,structural/analysis/wall_thickness_interactive_report.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
generate,structural/analysis/wall_thickness_lookup.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
to_csv,structural/analysis/wall_thickness_lookup.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
generate_mt_report,structural/analysis/wall_thickness_mt_report.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
run,structural/analysis/wall_thickness_parametric.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
plot_utilisation_vs_wall_thickness,structural/analysis/wall_thickness_parametric.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
plot_utilisation_heatmap,structural/analysis/wall_thickness_parametric.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
plot_governing_check,structural/analysis/wall_thickness_parametric.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
plot_tension_moment_interaction,structural/analysis/wall_thickness_parametric.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
generate_report,structural/analysis/wall_thickness_parametric.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
export_to_excel,structural/analysis/wall_thickness_parametric.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
compute_hydrostatic_pressure,structural/analysis/wall_thickness_phases.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
to_geometry,structural/analysis/wall_thickness_phases.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
to_material,structural/analysis/wall_thickness_phases.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
to_design_loads,structural/analysis/wall_thickness_phases.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
create_standard_phases,structural/analysis/wall_thickness_phases.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
to_dataframe,structural/analysis/wall_thickness_phases.py,structural,DNV-OS-C101,Section 6 Frame analysis,high,
summary_dataframe,structural/analysis/wall_thickness_phases.py,structural,DNV-OS-C101,Section 6 Frame analysis,high,
run,structural/analysis/wall_thickness_phases.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
plot_phase_utilisation_comparison,structural/analysis/wall_thickness_phases.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
plot_phase_tm_interaction,structural/analysis/wall_thickness_phases.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
generate_phase_summary_table,structural/analysis/wall_thickness_phases.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
generate_phase_report,structural/analysis/wall_thickness_phases.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
add_warning,structural/fatigue/analysis.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
add_error,structural/fatigue/analysis.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
add_recommendation,structural/fatigue/analysis.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
get_allowable_cycles,structural/fatigue/analysis.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
get_stress_range,structural/fatigue/analysis.py,structural,DNV-OS-C101,Section 4 Stress criteria,high,
analyze_time_series,structural/fatigue/analysis.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
analyze_psd,structural/fatigue/analysis.py,structural,DNV-OS-C101,Design of offshore steel structures,medium,
