extract_priority	wiki_domain_candidate	bucket	content_kind	extension	bytes	absolute_path	relative_path
medium	engineering	doris-university	presentation	.pptx	89417802	/mnt/ace/doris/training/ENI Training/03_ITSS_Subsea_Overview - Felipe.pptx	ENI Training/03_ITSS_Subsea_Overview - Felipe.pptx
medium	engineering	doris-university	presentation	.ppt	66331648	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_2/SONANGOL_Training_RISER_Rev01.ppt	DE Presentations/SONANGOL Training/Day_2/SONANGOL_Training_RISER_Rev01.ppt
medium	engineering	doris-university	presentation	.pptx	66153255	/mnt/ace/doris/training/Stat Presentations/Day 4 AM - IMR (1).pptx	Stat Presentations/Day 4 AM - IMR (1).pptx
medium	engineering	doris-university	presentation	.pptx	64476163	/mnt/ace/doris/training/ENI Training/06a_ITSS_ Introduction_Control_Systems - Felipe.pptx	ENI Training/06a_ITSS_ Introduction_Control_Systems - Felipe.pptx
medium	engineering	doris-university	presentation	.ppt	63481344	/mnt/ace/doris/training/draft presentations/Operator Training/Azurite subsea operator training.ppt	draft presentations/Operator Training/Azurite subsea operator training.ppt
medium	engineering	doris-university	presentation	.ppt	63066624	/mnt/ace/doris/training/FieldLayout/Others/FieldLayout_20101027.ppt	FieldLayout/Others/FieldLayout_20101027.ppt
medium	engineering	doris-university	presentation	.ppt	63066624	/mnt/ace/doris/training/draft presentations/FieldLayout/Others/FieldLayout_20101027.ppt	draft presentations/FieldLayout/Others/FieldLayout_20101027.ppt
medium	engineering	doris-university	presentation	.ppt	59658752	/mnt/ace/doris/training/draft presentations/FieldLayout/FieldLayout_20101109.ppt	draft presentations/FieldLayout/FieldLayout_20101109.ppt
medium	engineering	doris-university	presentation	.pptx	56437591	/mnt/ace/doris/training/ENI Training/05_ITSS_Subsea_Field_Planning.pptx	ENI Training/05_ITSS_Subsea_Field_Planning.pptx
medium	engineering	doris-university	presentation	.ppt	51151872	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_2/SONANGOL_Training _INSTALL_Rev01.ppt	DE Presentations/SONANGOL Training/Day_2/SONANGOL_Training _INSTALL_Rev01.ppt
medium	engineering	doris-university	presentation	.pptx	49212127	/mnt/ace/doris/training/Stat Presentations/2. Day 1am - Architecture and Equipment (1).pptx	Stat Presentations/2. Day 1am - Architecture and Equipment (1).pptx
medium	engineering	doris-university	pdf	.pdf	46814271	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/References/Subsea Engineering Handbook (2010).pdf	1.01 - Subsea Production Control Systems - System Overview and Major Components/References/Subsea Engineering Handbook (2010).pdf
medium	engineering	doris-university	presentation	.pptx	45733861	/mnt/ace/doris/training/Stat Presentations/6. Day 3 pm - Operations from Production Platform (1).pptx	Stat Presentations/6. Day 3 pm - Operations from Production Platform (1).pptx
medium	engineering	doris-university	presentation	.pptx	44418399	/mnt/ace/doris/training/ENI Training/03_ITSS_Subsea_Overview.pptx	ENI Training/03_ITSS_Subsea_Overview.pptx
medium	engineering	doris-university	presentation	.pptx	42864740	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_2/DORIS_Topsides.pptx	DE Presentations/SONANGOL Training/Day_2/DORIS_Topsides.pptx
medium	engineering	doris-university	presentation	.ppt	40821248	/mnt/ace/doris/training/Stat Presentations/5. Day 3 am  - Pipeline and riser.ppt	Stat Presentations/5. Day 3 am  - Pipeline and riser.ppt
medium	engineering	doris-university	presentation	.ppt	40798208	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_1/SONANGOL_Training_SPS-Umbilical_Rev01.ppt	DE Presentations/SONANGOL Training/Day_1/SONANGOL_Training_SPS-Umbilical_Rev01.ppt
medium	engineering	doris-university	presentation	.pptx	39263598	/mnt/ace/doris/training/Stat Presentations/8. Day 5 - Inspection  Maintenance and Repair (1).pptx	Stat Presentations/8. Day 5 - Inspection  Maintenance and Repair (1).pptx
medium	engineering	doris-university	presentation	.pptx	39059055	/mnt/ace/doris/training/Stat Presentations/Day 3 PM - Riser, spools, umbilicals, XT (1).pptx	Stat Presentations/Day 3 PM - Riser, spools, umbilicals, XT (1).pptx
medium	engineering	doris-university	pdf	.pdf	38129029	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/API 17G (2011) - Recommended Practice for Completion and Workover Systems.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/API 17G (2011) - Recommended Practice for Completion and Workover Systems.pdf
medium	engineering	doris-university	pdf	.pdf	38029902	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/API 17A (2011) - Design and Operation of Subsea Production Systems - General Requirements and Recommendations.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/API 17A (2011) - Design and Operation of Subsea Production Systems - General Requirements and Recommendations.pdf
medium	engineering	doris-university	pdf	.pdf	37429912	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/API 17D (2013) - Design and Operation of Subsea Production Systems - Subsea Wellhead and Tree Equipment.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/API 17D (2013) - Design and Operation of Subsea Production Systems - Subsea Wellhead and Tree Equipment.pdf
medium	engineering	doris-university	presentation	.pptx	36162137	/mnt/ace/doris/training/ENI Training/06b_ITSS_Subsea Distribution.pptx	ENI Training/06b_ITSS_Subsea Distribution.pptx
medium	engineering	doris-university	presentation	.pptx	35958500	/mnt/ace/doris/training/Stat Presentations/IFP-24June2015AM-1 Construction & Installation - Shore approach (1).pptx	Stat Presentations/IFP-24June2015AM-1 Construction & Installation - Shore approach (1).pptx
medium	engineering	doris-university	presentation	.pptx	35224275	/mnt/ace/doris/training/Stat Presentations/6 Shore approach (1).pptx	Stat Presentations/6 Shore approach (1).pptx
medium	engineering	doris-university	presentation	.ppt	35172864	/mnt/ace/doris/training/Stat Presentations/7. Day 4 - Contruction and Intervention (1).ppt	Stat Presentations/7. Day 4 - Contruction and Intervention (1).ppt
medium	engineering	doris-university	presentation	.ppt	35152896	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_1/DORIS_Training_DORIS_rev00.ppt	DE Presentations/SONANGOL Training/Day_1/DORIS_Training_DORIS_rev00.ppt
medium	engineering	doris-university	presentation	.ppt	34106368	/mnt/ace/doris/training/FieldLayout/FieldLayout_20101109.ppt	FieldLayout/FieldLayout_20101109.ppt
medium	engineering	doris-university	presentation	.pptx	33821993	/mnt/ace/doris/training/ENI Training/04_ITSS_Well_Control - Felipe.pptx	ENI Training/04_ITSS_Well_Control - Felipe.pptx
medium	engineering	doris-university	pdf	.pdf	33143390	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/API 16D (2005) - Specification for Control Systems for Drilling Well Control Equipment.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/API 16D (2005) - Specification for Control Systems for Drilling Well Control Equipment.pdf
medium	engineering	doris-university	presentation	.pptx	31848846	/mnt/ace/doris/training/Stat Presentations/4. Day 2pm - New Technologies (1).pptx	Stat Presentations/4. Day 2pm - New Technologies (1).pptx
medium	engineering	doris-university	presentation	.pptx	31150730	/mnt/ace/doris/training/Stat Presentations/IFP-22June2015PM-2-DESIGN - MATERIAL SELECTION (1).pptx	Stat Presentations/IFP-22June2015PM-2-DESIGN - MATERIAL SELECTION (1).pptx
medium	engineering	doris-university	presentation	.pptx	30853097	/mnt/ace/doris/training/Stat Presentations/IFP-25June2015AM-1&2 Integrity - Maintenance - Repair (1).pptx	Stat Presentations/IFP-25June2015AM-1&2 Integrity - Maintenance - Repair (1).pptx
medium	engineering	doris-university	presentation	.pptx	30360653	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_1/DORIS Presentation.pptx	DE Presentations/SONANGOL Training/Day_1/DORIS Presentation.pptx
medium	engineering	doris-university	presentation	.pptx	30165683	/mnt/ace/doris/training/Stat Presentations/2 Offshore Pipelines (1).pptx	Stat Presentations/2 Offshore Pipelines (1).pptx
medium	engineering	doris-university	pdf	.pdf	30071330	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/BS EN ISO 13628-5 - Design and Operation of Subsea Production Systems - Subsea Umbilicals.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/BS EN ISO 13628-5 - Design and Operation of Subsea Production Systems - Subsea Umbilicals.pdf
medium	engineering	doris-university	pdf	.pdf	30048614	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/API 17E - Specification for Subsea Umbilicals.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/API 17E - Specification for Subsea Umbilicals.pdf
medium	engineering	doris-university	pdf	.pdf	30048614	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/API 17E (2011) - Specification for Subsea Umbilicals.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/API 17E (2011) - Specification for Subsea Umbilicals.pdf
medium	engineering	doris-university	presentation	.ppt	29619712	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_1/SONANGOL_Training_ANGOLA_Rev01.ppt	DE Presentations/SONANGOL Training/Day_1/SONANGOL_Training_ANGOLA_Rev01.ppt
medium	engineering	doris-university	pdf	.pdf	28559059	/mnt/ace/doris/training/DE Presentations/ENI Training/Operation manual.pdf	DE Presentations/ENI Training/Operation manual.pdf
medium	engineering	doris-university	presentation	.pptx	26661762	/mnt/ace/doris/training/Stat Presentations/DAY 2 PM - STAT MARINE - Topsides Design, Fab, loadout, T&I, Hook-Up.pptx	Stat Presentations/DAY 2 PM - STAT MARINE - Topsides Design, Fab, loadout, T&I, Hook-Up.pptx
medium	engineering	doris-university	presentation	.pptx	24572530	/mnt/ace/doris/training/Stat Presentations/IFP-22June2015PM-1-DESIGN ENGINEERING (1).pptx	Stat Presentations/IFP-22June2015PM-1-DESIGN ENGINEERING (1).pptx
medium	engineering	doris-university	pdf	.pdf	23731057	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/IEC 60502-2 - Power Cables and Extruded Insulation and Their Accessories for Rated Voltages.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/IEC 60502-2 - Power Cables and Extruded Insulation and Their Accessories for Rated Voltages.pdf
medium	engineering	doris-university	presentation	.ppt	23312384	/mnt/ace/doris/training/draft presentations/FreeSpan/FreeSpan_20101019.ppt	draft presentations/FreeSpan/FreeSpan_20101019.ppt
medium	engineering	doris-university	presentation	.ppt	23308800	/mnt/ace/doris/training/FreeSpan/FreeSpan_20101019.ppt	FreeSpan/FreeSpan_20101019.ppt
medium	engineering	doris-university	presentation	.pptx	23277420	/mnt/ace/doris/training/Stat Presentations/9 IMR (1).pptx	Stat Presentations/9 IMR (1).pptx
medium	engineering	doris-university	presentation	.ppt	22609920	/mnt/ace/doris/training/Flexible Pipe/Introduction to Flexible Pipe.ppt	Flexible Pipe/Introduction to Flexible Pipe.ppt
medium	engineering	doris-university	presentation	.ppt	22609920	/mnt/ace/doris/training/draft presentations/Flexible Pipe/Introduction to Flexible Pipe.ppt	draft presentations/Flexible Pipe/Introduction to Flexible Pipe.ppt
medium	engineering	doris-university	presentation	.pptx	22180568	/mnt/ace/doris/training/Stat Presentations/IFP-24June2015PM-2 PRECOMMISSIONING (1).pptx	Stat Presentations/IFP-24June2015PM-2 PRECOMMISSIONING (1).pptx
medium	engineering	doris-university	presentation	.pptx	21956256	/mnt/ace/doris/training/Stat Presentations/3. Day 1pm-Day 2am - Operational challenges (1).pptx	Stat Presentations/3. Day 1pm-Day 2am - Operational challenges (1).pptx
medium	engineering	doris-university	pdf	.pdf	20566305	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/FMC Installation - EVDT.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/FMC Installation - EVDT.pdf
medium	engineering	doris-university	presentation	.ppt	20018176	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_3/DORIS_Example_Basic.ppt	DE Presentations/SONANGOL Training/Day_3/DORIS_Example_Basic.ppt
medium	engineering	doris-university	presentation	.pptx	19516944	/mnt/ace/doris/training/Stat Presentations/5 Risers (1).pptx	Stat Presentations/5 Risers (1).pptx
medium	engineering	doris-university	presentation	.ppt	17483264	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_2/DORIS_Support_platform_rev_1.ppt	DE Presentations/SONANGOL Training/Day_2/DORIS_Support_platform_rev_1.ppt
medium	engineering	doris-university	presentation	.pptx	17157747	/mnt/ace/doris/training/Stat Presentations/IFP-26June2015AM2 - PIPELINE DEPOSITS (1).pptx	Stat Presentations/IFP-26June2015AM2 - PIPELINE DEPOSITS (1).pptx
medium	engineering	doris-university	presentation	.pptx	17098976	/mnt/ace/doris/training/ENI Training/07_ITSS_Subsea_Production_Control_Systems.pptx	ENI Training/07_ITSS_Subsea_Production_Control_Systems.pptx
medium	engineering	doris-university	presentation	.ppt	17039360	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_2/DORIS_Support_platform.ppt	DE Presentations/SONANGOL Training/Day_2/DORIS_Support_platform.ppt
medium	engineering	doris-university	presentation	.pptx	16938384	/mnt/ace/doris/training/Stat Presentations/DAY 2 AM - STAT MARINE - Jacket Design, Fab, loadout, T&I, Piling-final.pptx	Stat Presentations/DAY 2 AM - STAT MARINE - Jacket Design, Fab, loadout, T&I, Piling-final.pptx
medium	engineering	doris-university	presentation	.pptx	16923890	/mnt/ace/doris/training/1.00 - Subsea Production Systems - General Overview/Old Versions/Subsea Production Systems - Part 1, Introduction (V1.1).pptx	1.00 - Subsea Production Systems - General Overview/Old Versions/Subsea Production Systems - Part 1, Introduction (V1.1).pptx
medium	engineering	doris-university	presentation	.pptx	16923787	/mnt/ace/doris/training/1.00 - Subsea Production Systems - General Overview/Subsea Production Systems - Part 1, Introduction (V1.2).pptx	1.00 - Subsea Production Systems - General Overview/Subsea Production Systems - Part 1, Introduction (V1.2).pptx
medium	engineering	doris-university	pdf	.pdf	16902994	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/API 17I - Installation Guidelines for Subsea Umbilicals.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/API 17I - Installation Guidelines for Subsea Umbilicals.pdf
medium	engineering	doris-university	presentation	.pptx	16788394	/mnt/ace/doris/training/1.00 - Subsea Production Systems - General Overview/Old Versions/Subsea Production Systems - Part 1, Introduction (V1.0).pptx	1.00 - Subsea Production Systems - General Overview/Old Versions/Subsea Production Systems - Part 1, Introduction (V1.0).pptx
medium	engineering	doris-university	presentation	.pptx	16630852	/mnt/ace/doris/training/draft presentations/Process Engineering/Compressor Presentation.pptx	draft presentations/Process Engineering/Compressor Presentation.pptx
medium	engineering	doris-university	presentation	.ppt	16418304	/mnt/ace/doris/training/Rigid Jumper/Introduction to Rigid Jumper Installation.ppt	Rigid Jumper/Introduction to Rigid Jumper Installation.ppt
medium	engineering	doris-university	presentation	.ppt	16417792	/mnt/ace/doris/training/draft presentations/Rigid Jumper/Introduction to Rigid Jumper Installation.ppt	draft presentations/Rigid Jumper/Introduction to Rigid Jumper Installation.ppt
medium	engineering	doris-university	presentation	.pptx	16408796	/mnt/ace/doris/training/Stat Presentations/4 Installation (1).pptx	Stat Presentations/4 Installation (1).pptx
medium	engineering	doris-university	presentation	.pptx	15909388	/mnt/ace/doris/training/Stat Presentations/7 pipeline Protection (1).pptx	Stat Presentations/7 pipeline Protection (1).pptx
medium	engineering	doris-university	presentation	.pptx	15215897	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/Old Revisions/Subsea Production Control Systems (V0).pptx	1.01 - Subsea Production Control Systems - System Overview and Major Components/Old Revisions/Subsea Production Control Systems (V0).pptx
medium	engineering	doris-university	presentation	.pptx	15187284	/mnt/ace/doris/training/1.00 - Subsea Production Systems - General Overview/Old Versions/Subsea Production Systems - Part 1, Introduction (DRAFT).pptx	1.00 - Subsea Production Systems - General Overview/Old Versions/Subsea Production Systems - Part 1, Introduction (DRAFT).pptx
medium	engineering	doris-university	presentation	.pptx	15102529	/mnt/ace/doris/training/Stat Presentations/IFP-23June2015PM-2 Construction - Installation (1).pptx	Stat Presentations/IFP-23June2015PM-2 Construction - Installation (1).pptx
medium	engineering	doris-university	pdf	.pdf	14665111	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/IEC 60502-1 - Power Cables and Extruded Insulation and Their Accessories for Rated Voltages.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/IEC 60502-1 - Power Cables and Extruded Insulation and Their Accessories for Rated Voltages.pdf
medium	engineering	doris-university	presentation	.ppt	14468608	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_3/DORIS_Brownfield_example.ppt	DE Presentations/SONANGOL Training/Day_3/DORIS_Brownfield_example.ppt
medium	engineering	doris-university	presentation	.ppt	14449664	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_3/DORIS_Brownfield_example_sample.ppt	DE Presentations/SONANGOL Training/Day_3/DORIS_Brownfield_example_sample.ppt
medium	engineering	doris-university	pdf	.pdf	14184498	/mnt/ace/doris/training/1.00 - Subsea Production Systems - General Overview/References/Introduction to Subsea Production System (2016).pdf	1.00 - Subsea Production Systems - General Overview/References/Introduction to Subsea Production System (2016).pdf
medium	engineering	doris-university	pdf	.pdf	13413159	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/API 17H (2013) - Remotely Operated Tools and Interfaces on Subsea Production Systems.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/API 17H (2013) - Remotely Operated Tools and Interfaces on Subsea Production Systems.pdf
medium	engineering	doris-university	presentation	.ppt	12983296	/mnt/ace/doris/training/ShoreAproach/ShoreApproachConsideration_20101116.ppt	ShoreAproach/ShoreApproachConsideration_20101116.ppt
medium	engineering	doris-university	presentation	.ppt	12983296	/mnt/ace/doris/training/draft presentations/ShoreAproach/ShoreApproachConsideration_20101116.ppt	draft presentations/ShoreAproach/ShoreApproachConsideration_20101116.ppt
medium	engineering	doris-university	presentation	.pptx	12735321	/mnt/ace/doris/training/Stat Presentations/IFP-26June2015PM1 PRELUDE (1).pptx	Stat Presentations/IFP-26June2015PM1 PRELUDE (1).pptx
medium	engineering	doris-university	presentation	.ppt	12568064	/mnt/ace/doris/training/ShoreAproach/old/ShoreApproach_20101027.ppt	ShoreAproach/old/ShoreApproach_20101027.ppt
medium	engineering	doris-university	presentation	.ppt	12568064	/mnt/ace/doris/training/draft presentations/ShoreAproach/old/ShoreApproach_20101027.ppt	draft presentations/ShoreAproach/old/ShoreApproach_20101027.ppt
medium	engineering	doris-university	presentation	.pptx	12312106	/mnt/ace/doris/training/Stat Presentations/IFP-26June2015AM1 - FLOW ASSURANCE (1).pptx	Stat Presentations/IFP-26June2015AM1 - FLOW ASSURANCE (1).pptx
medium	engineering	doris-university	presentation	.ppt	12158464	/mnt/ace/doris/training/ShoreAproach/ShoreApproachConstructionMethod_20101116.ppt	ShoreAproach/ShoreApproachConstructionMethod_20101116.ppt
medium	engineering	doris-university	presentation	.ppt	12157952	/mnt/ace/doris/training/draft presentations/ShoreAproach/ShoreApproachConstructionMethod_20101116.ppt	draft presentations/ShoreAproach/ShoreApproachConstructionMethod_20101116.ppt
medium	engineering	doris-university	presentation	.pptx	11845007	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_1/DORIS_Flow_assurance.pptx	DE Presentations/SONANGOL Training/Day_1/DORIS_Flow_assurance.pptx
medium	engineering	doris-university	presentation	.pptx	10763474	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/Old Revisions/Subsea Umbilical Systems - Part 1, System Overview (V1.2).pptx	1.02 - Subsea Umbilical Systems - System Overview and Major Components/Old Revisions/Subsea Umbilical Systems - Part 1, System Overview (V1.2).pptx
medium	engineering	doris-university	presentation	.pptx	10763268	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/Subsea Umbilical Systems - Part 1, System Overview (V1.3).pptx	1.02 - Subsea Umbilical Systems - System Overview and Major Components/Subsea Umbilical Systems - Part 1, System Overview (V1.3).pptx
medium	engineering	doris-university	presentation	.pptx	10632171	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/Old Revisions/Subsea Umbilical Systems - Part 1, System Overview (V1.1).pptx	1.02 - Subsea Umbilical Systems - System Overview and Major Components/Old Revisions/Subsea Umbilical Systems - Part 1, System Overview (V1.1).pptx
medium	engineering	doris-university	pdf	.pdf	10455801	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/FMC Installation - EHXT.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/FMC Installation - EHXT.pdf
medium	engineering	doris-university	pdf	.pdf	10433036	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/FMC Installation - Dual Bore.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/FMC Installation - Dual Bore.pdf
medium	engineering	doris-university	presentation	.ppt	10385920	/mnt/ace/doris/training/draft presentations/On-Bottom Stability/OnBotSta_20101011.ppt	draft presentations/On-Bottom Stability/OnBotSta_20101011.ppt
medium	engineering	doris-university	presentation	.pptx	10205122	/mnt/ace/doris/training/ENI Training/Controls Overview 2013-07.pptx	ENI Training/Controls Overview 2013-07.pptx
medium	engineering	doris-university	presentation	.pptx	10168943	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/Subsea Production Control Systems - Part 2, Major Component Overview (V1).pptx	1.01 - Subsea Production Control Systems - System Overview and Major Components/Subsea Production Control Systems - Part 2, Major Component Overview (V1).pptx
medium	engineering	doris-university	presentation	.pptx	10086715	/mnt/ace/doris/training/draft presentations/Process Engineering/Separator Presentation.pptx	draft presentations/Process Engineering/Separator Presentation.pptx
medium	engineering	doris-university	presentation	.pptx	9970493	/mnt/ace/doris/training/Stat Presentations/IFP-26June2015PM2 SHTOKMAN (1).pptx	Stat Presentations/IFP-26June2015PM2 SHTOKMAN (1).pptx
medium	engineering	doris-university	presentation	.pptx	9855387	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/Installation and Workover Control Systems - Part 2, Major Component Overview (V1.2).pptx	1.03 - Installation and Workover Control Systems - System and Major Component Overview/Installation and Workover Control Systems - Part 2, Major Component Overview (V1.2).pptx
medium	engineering	doris-university	presentation	.pptx	9848768	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/Old Revisions/Installation and Workover Control Systems - Part 2, Major Component Overview (V1.1).pptx	1.03 - Installation and Workover Control Systems - System and Major Component Overview/Old Revisions/Installation and Workover Control Systems - Part 2, Major Component Overview (V1.1).pptx
medium	engineering	doris-university	presentation	.pptx	9844374	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/Old Revisions/Installation and Workover Control Systems - Part 2, Major Component Overview (V1.0).pptx	1.03 - Installation and Workover Control Systems - System and Major Component Overview/Old Revisions/Installation and Workover Control Systems - Part 2, Major Component Overview (V1.0).pptx
medium	engineering	doris-university	pdf	.pdf	9835995	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/Old Revisions/Subsea Production Control Systems (V0).pdf	1.01 - Subsea Production Control Systems - System Overview and Major Components/Old Revisions/Subsea Production Control Systems (V0).pdf
medium	engineering	doris-university	presentation	.ppt	8784896	/mnt/ace/doris/training/draft presentations/Risk management/Risk Assessment_20100922.ppt	draft presentations/Risk management/Risk Assessment_20100922.ppt
medium	engineering	doris-university	presentation	.pptx	8514276	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/Old Revisions/Subsea Umbilical Systems - Part 1, System Overview (V1).pptx	1.02 - Subsea Umbilical Systems - System Overview and Major Components/Old Revisions/Subsea Umbilical Systems - Part 1, System Overview (V1).pptx
medium	engineering	doris-university	pdf	.pdf	8372078	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Duco - Umbilical Manufacturing Overview.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Duco - Umbilical Manufacturing Overview.pdf
medium	engineering	doris-university	presentation	.pptx	8368877	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/Subsea Umbilical Systems - Part 3, Delivery Overview (V1.3).pptx	1.02 - Subsea Umbilical Systems - System Overview and Major Components/Subsea Umbilical Systems - Part 3, Delivery Overview (V1.3).pptx
medium	engineering	doris-university	presentation	.pptx	8357421	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/Subsea Production Control Systems - Part 2, Major Component Overview (Clean).pptx	1.01 - Subsea Production Control Systems - System Overview and Major Components/Subsea Production Control Systems - Part 2, Major Component Overview (Clean).pptx
medium	engineering	doris-university	presentation	.pptx	8317053	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/Old Revisions/Subsea Umbilical Systems - Part 3, Delivery Overview (V1.2).pptx	1.02 - Subsea Umbilical Systems - System Overview and Major Components/Old Revisions/Subsea Umbilical Systems - Part 3, Delivery Overview (V1.2).pptx
medium	engineering	doris-university	presentation	.pptx	8249280	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/Old Revisions/Installation and Workover Control Systems - Part 1, System Overview (V1.2).pptx	1.03 - Installation and Workover Control Systems - System and Major Component Overview/Old Revisions/Installation and Workover Control Systems - Part 1, System Overview (V1.2).pptx
medium	engineering	doris-university	presentation	.pptx	8238216	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/Installation and Workover Control Systems - Part 1, System Overview (V1.3).pptx	1.03 - Installation and Workover Control Systems - System and Major Component Overview/Installation and Workover Control Systems - Part 1, System Overview (V1.3).pptx
medium	engineering	doris-university	presentation	.ppt	8197632	/mnt/ace/doris/training/Corrosion/PipelineCorrosion_20101004.ppt	Corrosion/PipelineCorrosion_20101004.ppt
medium	engineering	doris-university	presentation	.pptx	8051459	/mnt/ace/doris/training/ENI Training/07 - Controls level 2 training, HIPPS v2.pptx	ENI Training/07 - Controls level 2 training, HIPPS v2.pptx
medium	engineering	doris-university	presentation	.ppt	8046592	/mnt/ace/doris/training/On-Bot/OnBotSta_20101011.ppt	On-Bot/OnBotSta_20101011.ppt
medium	engineering	doris-university	presentation	.pptx	8015984	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/Old Revisions/Installation and Workover Control Systems - Part 1, System Overview (V1.1).pptx	1.03 - Installation and Workover Control Systems - System and Major Component Overview/Old Revisions/Installation and Workover Control Systems - Part 1, System Overview (V1.1).pptx
medium	engineering	doris-university	presentation	.pptx	8015688	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/Old Revisions/Installation and Workover Control Systems - Part 1, System Overview (V1.0).pptx	1.03 - Installation and Workover Control Systems - System and Major Component Overview/Old Revisions/Installation and Workover Control Systems - Part 1, System Overview (V1.0).pptx
medium	engineering	doris-university	pdf	.pdf	8008926	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/References/IN-0014 Subsea Technology Review.pdf	1.01 - Subsea Production Control Systems - System Overview and Major Components/References/IN-0014 Subsea Technology Review.pdf
medium	engineering	doris-university	presentation	.ppt	7759360	/mnt/ace/doris/training/FieldLayout/Others/LysarkKristinFordal220304.ppt	FieldLayout/Others/LysarkKristinFordal220304.ppt
